ionIdx,ionMz,average intensity,mz difference,id,score,formula,ion,name
957,765.4704263,6611.054763,0.000778851,HMDB10681,100,C42H71O10P,-H(+),"PG(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
957,765.4704263,6611.054763,0.000778851,HMDB10682,100,C42H71O10P,-H(+),"PG(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
958,766.1070964,6897.056576,0.000832606,HMDB01423,100,C21H36N7O16P3S,-H(+),Coenzyme A
959,766.5380086,833924.3863,0.001216529,HMDB07949,82,C43H78NO8P,-H(+),"PC(15:0/20:4(5Z,8Z,11Z,14Z))"
959,766.5380086,833924.3863,0.001216529,HMDB07950,82,C43H78NO8P,-H(+),"PC(15:0/20:4(8Z,11Z,14Z,17Z))"
959,766.5380086,833924.3863,0.001216529,HMDB08428,82,C43H78NO8P,-H(+),"PC(20:4(5Z,8Z,11Z,14Z)/15:0)"
959,766.5380086,833924.3863,0.001216529,HMDB08461,82,C43H78NO8P,-H(+),"PC(20:4(8Z,11Z,14Z,17Z)/15:0)"
959,766.5380086,833924.3863,0.001216529,HMDB08943,82,C43H78NO8P,-H(+),"PE(16:0/22:4(7Z,10Z,13Z,16Z))"
959,766.5380086,833924.3863,0.001216529,HMDB08969,82,C43H78NO8P,-H(+),"PE(16:1(9Z)/20:3(8Z,11Z,14Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09003,82,C43H78NO8P,-H(+),"PE(18:0/20:4(5Z,8Z,11Z,14Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09004,82,C43H78NO8P,-H(+),"PE(18:0/20:4(8Z,11Z,14Z,17Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09034,82,C43H78NO8P,-H(+),"PE(18:1(11Z)/20:3(5Z,8Z,11Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09035,82,C43H78NO8P,-H(+),"PE(18:1(11Z)/20:3(8Z,11Z,14Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09067,82,C43H78NO8P,-H(+),"PE(18:1(9Z)/20:3(5Z,8Z,11Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09068,82,C43H78NO8P,-H(+),"PE(18:1(9Z)/20:3(8Z,11Z,14Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09099,82,C43H78NO8P,-H(+),"PE(18:2(9Z,12Z)/20:2(11Z,14Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09131,82,C43H78NO8P,-H(+),"PE(18:3(6Z,9Z,12Z)/20:1(11Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09164,82,C43H78NO8P,-H(+),"PE(18:3(9Z,12Z,15Z)/20:1(11Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09196,82,C43H78NO8P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/20:0)"
959,766.5380086,833924.3863,0.001216529,HMDB09228,82,C43H78NO8P,-H(+),"PE(20:0/18:4(6Z,9Z,12Z,15Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09259,82,C43H78NO8P,-H(+),"PE(20:1(11Z)/18:3(6Z,9Z,12Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09260,82,C43H78NO8P,-H(+),"PE(20:1(11Z)/18:3(9Z,12Z,15Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09291,82,C43H78NO8P,-H(+),"PE(20:2(11Z,14Z)/18:2(9Z,12Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09322,82,C43H78NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/18:1(11Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09323,82,C43H78NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/18:1(9Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09355,82,C43H78NO8P,-H(+),"PE(20:3(8Z,11Z,14Z)/18:1(11Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09356,82,C43H78NO8P,-H(+),"PE(20:3(8Z,11Z,14Z)/18:1(9Z))"
959,766.5380086,833924.3863,0.001216529,HMDB09387,82,C43H78NO8P,-H(+),"PE(20:4(5Z,8Z,11Z,14Z)/18:0)"
959,766.5380086,833924.3863,0.001216529,HMDB09420,82,C43H78NO8P,-H(+),"PE(20:4(8Z,11Z,14Z,17Z)/18:0)"
959,766.5380086,833924.3863,0.001216529,HMDB09583,82,C43H78NO8P,-H(+),"PE(22:4(7Z,10Z,13Z,16Z)/16:0)"
960,767.4853497,12790.23467,0.00150547,HMDB10595,66,C42H73O10P,-H(+),"PG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
960,767.4853497,12790.23467,0.00150547,HMDB10651,66,C42H73O10P,-H(+),"PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))"
960,767.4853497,12790.23467,0.00150547,HMDB10652,66,C42H73O10P,-H(+),"PG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))"
960,767.4853497,12790.23467,0.00150547,HMDB10665,66,C42H73O10P,-H(+),"PG(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"
960,767.4853497,12790.23467,0.00150547,HMDB10680,66,C42H73O10P,-H(+),"PG(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10580,100,C42H75O10P,-H(+),"PG(16:0/20:4(5Z,8Z,11Z,14Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10593,100,C42H75O10P,-H(+),"PG(16:1(9Z)/20:3(5Z,8Z,11Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10594,100,C42H75O10P,-H(+),"PG(16:1(9Z)/20:3(8Z,11Z,14Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10621,100,C42H75O10P,-H(+),"PG(18:1(11Z)/18:3(6Z,9Z,12Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10622,100,C42H75O10P,-H(+),"PG(18:1(11Z)/18:3(9Z,12Z,15Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10636,100,C42H75O10P,-H(+),"PG(18:1(9Z)/18:3(6Z,9Z,12Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10637,100,C42H75O10P,-H(+),"PG(18:1(9Z)/18:3(9Z,12Z,15Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10650,100,C42H75O10P,-H(+),"PG(18:2(9Z,12Z)/18:2(9Z,12Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10663,100,C42H75O10P,-H(+),"PG(18:3(6Z,9Z,12Z)/18:1(11Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10664,100,C42H75O10P,-H(+),"PG(18:3(6Z,9Z,12Z)/18:1(9Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10678,100,C42H75O10P,-H(+),"PG(18:3(9Z,12Z,15Z)/18:1(11Z))"
961,769.5017046,37740.8477,0.000800639,HMDB10679,100,C42H75O10P,-H(+),"PG(18:3(9Z,12Z,15Z)/18:1(9Z))"
962,769.5398616,51666.73029,-0.000876243,HMDB10572,43,C40H79O10P,+F(-),PG(16:0/18:0)
962,769.5398616,51666.73029,-0.000876243,HMDB10600,43,C40H79O10P,+F(-),PG(18:0/16:0)
963,771.5171932,84833.64188,0.000962133,HMDB10578,100,C42H77O10P,-H(+),"PG(16:0/20:3(5Z,8Z,11Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10579,100,C42H77O10P,-H(+),"PG(16:0/20:3(8Z,11Z,14Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10606,100,C42H77O10P,-H(+),"PG(18:0/18:3(6Z,9Z,12Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10607,100,C42H77O10P,-H(+),"PG(18:0/18:3(9Z,12Z,15Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10620,100,C42H77O10P,-H(+),"PG(18:1(11Z)/18:2(9Z,12Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10635,100,C42H77O10P,-H(+),"PG(18:1(9Z)/18:2(9Z,12Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10648,100,C42H77O10P,-H(+),"PG(18:2(9Z,12Z)/18:1(11Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10649,100,C42H77O10P,-H(+),"PG(18:2(9Z,12Z)/18:1(9Z))"
963,771.5171932,84833.64188,0.000962133,HMDB10662,100,C42H77O10P,-H(+),"PG(18:3(6Z,9Z,12Z)/18:0)"
963,771.5171932,84833.64188,0.000962133,HMDB10677,100,C42H77O10P,-H(+),"PG(18:3(9Z,12Z,15Z)/18:0)"
964,772.5656317,140273.1034,-0.000491154,HMDB09314,51,C43H80NO7P,+F(-),"PE(20:2(11Z,14Z)/P-18:1(11Z))"
964,772.5656317,140273.1034,-0.000491154,HMDB09315,51,C43H80NO7P,+F(-),"PE(20:2(11Z,14Z)/P-18:1(9Z))"
964,772.5656317,140273.1034,-0.000491154,HMDB09346,51,C43H80NO7P,+F(-),"PE(20:3(5Z,8Z,11Z)/P-18:0)"
964,772.5656317,140273.1034,-0.000491154,HMDB09379,51,C43H80NO7P,+F(-),"PE(20:3(8Z,11Z,14Z)/P-18:0)"
964,772.5656317,140273.1034,-0.000491154,HMDB11383,51,C43H80NO7P,+F(-),"PE(P-18:0/20:3(5Z,8Z,11Z))"
964,772.5656317,140273.1034,-0.000491154,HMDB11384,51,C43H80NO7P,+F(-),"PE(P-18:0/20:3(8Z,11Z,14Z))"
964,772.5656317,140273.1034,-0.000491154,HMDB11415,51,C43H80NO7P,+F(-),"PE(P-18:1(11Z)/20:2(11Z,14Z))"
964,772.5656317,140273.1034,-0.000491154,HMDB11448,51,C43H80NO7P,+F(-),"PE(P-18:1(9Z)/20:2(11Z,14Z))"
965,773.5333706,306865.573,0.000434807,HMDB10605,100,C42H79O10P,-H(+),"PG(18:0/18:2(9Z,12Z))"
965,773.5333706,306865.573,0.000434807,HMDB10618,100,C42H79O10P,-H(+),PG(18:1(11Z)/18:1(11Z))
965,773.5333706,306865.573,0.000434807,HMDB10619,100,C42H79O10P,-H(+),PG(18:1(11Z)/18:1(9Z))
965,773.5333706,306865.573,0.000434807,HMDB10633,100,C42H79O10P,-H(+),PG(18:1(9Z)/18:1(11Z))
965,773.5333706,306865.573,0.000434807,HMDB10634,100,C42H79O10P,-H(+),PG(18:1(9Z)/18:1(9Z))
965,773.5333706,306865.573,0.000434807,HMDB10647,100,C42H79O10P,-H(+),"PG(18:2(9Z,12Z)/18:0)"
966,776.4525892,2926.571507,-0.001785214,HMDB12351,56,C42H68NO10P,-H(+),"PS(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
966,776.4525892,2926.571507,-0.001785214,HMDB12441,56,C42H68NO10P,-H(+),"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))"
967,776.5584288,478887.9445,0.001531748,HMDB09611,65,C45H80NO7P,-H(+),"PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))"
967,776.5584288,478887.9445,0.001531748,HMDB09612,65,C45H80NO7P,-H(+),"PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))"
967,776.5584288,478887.9445,0.001531748,HMDB09643,65,C45H80NO7P,-H(+),"PE(22:5(4Z,7Z,10Z,13Z,16Z)/dm18:0)"
967,776.5584288,478887.9445,0.001531748,HMDB09676,65,C45H80NO7P,-H(+),"PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)"
967,776.5584288,478887.9445,0.001531748,HMDB11392,65,C45H80NO7P,-H(+),"PE(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))"
967,776.5584288,478887.9445,0.001531748,HMDB11393,65,C45H80NO7P,-H(+),"PE(P-18:0/22:5(7Z,10Z,13Z,16Z,19Z))"
967,776.5584288,478887.9445,0.001531748,HMDB11424,65,C45H80NO7P,-H(+),"PE(P-18:1(11Z)/22:4(7Z,10Z,13Z,16Z))"
967,776.5584288,478887.9445,0.001531748,HMDB11457,65,C45H80NO7P,-H(+),"PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))"
968,778.2617123,465.9562496,0.000544569,HMDB06606,100,C29H49NO23,-H(+),3'-Sialyl-3-fucosyllactose
969,778.5140426,30401.9843,0.000410732,HMDB12313,100,C40H77NO11S,-H(+),3-O-Sulfogalactosylceramide (d18:1/16:0)
970,778.5423866,34282.10901,-0.003161543,HMDB07890,100,C44H78NO8P,-H(+),"PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB07891,100,C44H78NO8P,-H(+),"PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB07922,100,C44H78NO8P,-H(+),"PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB07984,100,C44H78NO8P,-H(+),"PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08015,100,C44H78NO8P,-H(+),"PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08016,100,C44H78NO8P,-H(+),"PC(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08075,100,C44H78NO8P,-H(+),"PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08108,100,C44H78NO8P,-H(+),"PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08140,100,C44H78NO8P,-H(+),"PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08141,100,C44H78NO8P,-H(+),"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08171,100,C44H78NO8P,-H(+),"PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08204,100,C44H78NO8P,-H(+),"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08235,100,C44H78NO8P,-H(+),"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08236,100,C44H78NO8P,-H(+),"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08430,100,C44H78NO8P,-H(+),"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08463,100,C44H78NO8P,-H(+),"PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08495,100,C44H78NO8P,-H(+),"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)"
970,778.5423866,34282.10901,-0.003161543,HMDB08624,100,C44H78NO8P,-H(+),"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))"
970,778.5423866,34282.10901,-0.003161543,HMDB08656,100,C44H78NO8P,-H(+),"PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)"
970,778.5423866,34282.10901,-0.003161543,HMDB08689,100,C44H78NO8P,-H(+),"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)"
971,778.5759529,831735.7608,-0.000342258,HMDB09610,100,C45H82NO7P,-H(+),"PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)"
971,778.5759529,831735.7608,-0.000342258,HMDB11391,100,C45H82NO7P,-H(+),"PE(P-18:0/22:4(7Z,10Z,13Z,16Z))"
972,780.5531678,28553.93617,0.001707385,HMDB07889,90,C44H80NO8P,-H(+),"PC(14:0/22:4(7Z,10Z,13Z,16Z))"
972,780.5531678,28553.93617,0.001707385,HMDB07982,90,C44H80NO8P,-H(+),"PC(16:0/20:4(5Z,8Z,11Z,14Z))"
972,780.5531678,28553.93617,0.001707385,HMDB07983,90,C44H80NO8P,-H(+),"PC(16:0/20:4(8Z,11Z,14Z,17Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08013,90,C44H80NO8P,-H(+),"PC(16:1(9Z)/20:3(5Z,8Z,11Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08014,90,C44H80NO8P,-H(+),"PC(16:1(9Z)/20:3(8Z,11Z,14Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08042,90,C44H80NO8P,-H(+),"PC(18:0/18:4(6Z,9Z,12Z,15Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08073,90,C44H80NO8P,-H(+),"PC(18:1(11Z)/18:3(6Z,9Z,12Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08074,90,C44H80NO8P,-H(+),"PC(18:1(11Z)/18:3(9Z,12Z,15Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08106,90,C44H80NO8P,-H(+),"PC(18:1(9Z)/18:3(6Z,9Z,12Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08107,90,C44H80NO8P,-H(+),"PC(18:1(9Z)/18:3(9Z,12Z,15Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08138,90,C44H80NO8P,-H(+),"PC(18:2(9Z,12Z)/18:2(9Z,12Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08169,90,C44H80NO8P,-H(+),"PC(18:3(6Z,9Z,12Z)/18:1(11Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08170,90,C44H80NO8P,-H(+),"PC(18:3(6Z,9Z,12Z)/18:1(9Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08202,90,C44H80NO8P,-H(+),"PC(18:3(9Z,12Z,15Z)/18:1(11Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08203,90,C44H80NO8P,-H(+),"PC(18:3(9Z,12Z,15Z)/18:1(9Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08234,90,C44H80NO8P,-H(+),"PC(18:4(6Z,9Z,12Z,15Z)/18:0)"
972,780.5531678,28553.93617,0.001707385,HMDB08365,90,C44H80NO8P,-H(+),"PC(20:3(5Z,8Z,11Z)/16:1(9Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08398,90,C44H80NO8P,-H(+),"PC(20:3(8Z,11Z,14Z)/16:1(9Z))"
972,780.5531678,28553.93617,0.001707385,HMDB08429,90,C44H80NO8P,-H(+),"PC(20:4(5Z,8Z,11Z,14Z)/16:0)"
972,780.5531678,28553.93617,0.001707385,HMDB08462,90,C44H80NO8P,-H(+),"PC(20:4(8Z,11Z,14Z,17Z)/16:0)"
972,780.5531678,28553.93617,0.001707385,HMDB08623,90,C44H80NO8P,-H(+),"PC(22:4(7Z,10Z,13Z,16Z)/14:0)"
973,782.472198,3714.624225,0.004426827,HMDB09210,96,C45H70NO8P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
973,782.472198,3714.624225,0.004426827,HMDB09467,96,C45H70NO8P,-H(+),"PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
973,782.472198,3714.624225,0.004426827,HMDB09690,96,C45H70NO8P,-H(+),"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))"
974,782.5502515,19742.60089,-0.000761071,HMDB08260,40,C44H78NO7P,+F(-),"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z))"
974,782.5502515,19742.60089,-0.000761071,HMDB08261,40,C44H78NO7P,+F(-),"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))"
974,782.5502515,19742.60089,-0.000761071,HMDB08521,40,C44H78NO7P,+F(-),"PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-16:0)"
974,782.5502515,19742.60089,-0.000761071,HMDB11222,40,C44H78NO7P,+F(-),"PC(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))"
974,782.5502515,19742.60089,-0.000761071,HMDB11280,40,C44H78NO7P,+F(-),"PC(P-18:1(11Z)/18:4(6Z,9Z,12Z,15Z))"
974,782.5502515,19742.60089,-0.000761071,HMDB11313,40,C44H78NO7P,+F(-),"PC(P-18:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
975,782.6491894,2276.961884,0.002349399,HMDB04974,43,C46H89NO8,-H(+),Glucosylceramide (d18:1/22:0)
975,782.6491894,2276.961884,0.002349399,HMDB10711,43,C46H89NO8,-H(+),Galactosylceramide (d18:1/22:0)
976,784.1489647,6925.994852,0.000889944,HMDB01248,100,C27H33N9O15P2,-H(+),FAD
977,784.5123653,37418.69599,0.001038934,HMDB12360,96,C42H76NO10P,-H(+),"PS(16:0/20:3(8Z,11Z,14Z))"
977,784.5123653,37418.69599,0.001038934,HMDB12381,96,C42H76NO10P,-H(+),"PS(18:0/18:3(9Z,12Z,15Z))"
977,784.5123653,37418.69599,0.001038934,HMDB12391,96,C42H76NO10P,-H(+),"PS(18:1(9Z)/18:2(9Z,12Z))"
977,784.5123653,37418.69599,0.001038934,HMDB12401,96,C42H76NO10P,-H(+),"PS(18:2(9Z,12Z)/18:1(9Z))"
977,784.5123653,37418.69599,0.001038934,HMDB12411,96,C42H76NO10P,-H(+),"PS(18:3(9Z,12Z,15Z)/18:0)"
977,784.5123653,37418.69599,0.001038934,HMDB12420,96,C42H76NO10P,-H(+),"PS(20:3(8Z,11Z,14Z)/16:0)"
978,784.5655844,75666.2941,-0.000443906,HMDB08194,40,C44H80NO7P,+F(-),"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB08195,40,C44H80NO7P,+F(-),"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB08227,40,C44H80NO7P,+F(-),"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB08228,40,C44H80NO7P,+F(-),"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB08259,40,C44H80NO7P,+F(-),"PC(18:4(6Z,9Z,12Z,15Z)/dm18:0)"
978,784.5655844,75666.2941,-0.000443906,HMDB08455,40,C44H80NO7P,+F(-),"PC(20:4(5Z,8Z,11Z,14Z)/P-16:0)"
978,784.5655844,75666.2941,-0.000443906,HMDB08488,40,C44H80NO7P,+F(-),"PC(20:4(8Z,11Z,14Z,17Z)/P-16:0)"
978,784.5655844,75666.2941,-0.000443906,HMDB11220,40,C44H80NO7P,+F(-),"PC(P-16:0/20:4(5Z,8Z,11Z,14Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB11221,40,C44H80NO7P,+F(-),"PC(P-16:0/20:4(8Z,11Z,14Z,17Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB11247,40,C44H80NO7P,+F(-),"PC(P-18:0/18:4(6Z,9Z,12Z,15Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB11278,40,C44H80NO7P,+F(-),"PC(P-18:1(11Z)/18:3(6Z,9Z,12Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB11279,40,C44H80NO7P,+F(-),"PC(P-18:1(11Z)/18:3(9Z,12Z,15Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB11311,40,C44H80NO7P,+F(-),"PC(P-18:1(9Z)/18:3(6Z,9Z,12Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB11312,40,C44H80NO7P,+F(-),"PC(P-18:1(9Z)/18:3(9Z,12Z,15Z))"
978,784.5655844,75666.2941,-0.000443906,HMDB13415,40,C44H80NO7P,+F(-),"PC(o-16:1(9Z)/20:4(8Z,11Z,14Z,17Z))"
979,784.5836623,42476.7783,0.002512948,HMDB00593,70,C44H84NO8P,-H(+),PC(18:1(9Z)/18:1(9Z))
979,784.5836623,42476.7783,0.002512948,HMDB07888,70,C44H84NO8P,-H(+),"PC(14:0/22:2(13Z,16Z))"
979,784.5836623,42476.7783,0.002512948,HMDB07920,70,C44H84NO8P,-H(+),PC(14:1(9Z)/22:1(13Z))
979,784.5836623,42476.7783,0.002512948,HMDB07979,70,C44H84NO8P,-H(+),"PC(16:0/20:2(11Z,14Z))"
979,784.5836623,42476.7783,0.002512948,HMDB08011,70,C44H84NO8P,-H(+),PC(16:1(9Z)/20:1(11Z))
979,784.5836623,42476.7783,0.002512948,HMDB08039,70,C44H84NO8P,-H(+),"PC(18:0/18:2(9Z,12Z))"
979,784.5836623,42476.7783,0.002512948,HMDB08070,70,C44H84NO8P,-H(+),PC(18:1(11Z)/18:1(11Z))
979,784.5836623,42476.7783,0.002512948,HMDB08071,70,C44H84NO8P,-H(+),PC(18:1(11Z)/18:1(9Z))
979,784.5836623,42476.7783,0.002512948,HMDB08103,70,C44H84NO8P,-H(+),PC(18:1(9Z)/18:1(11Z))
979,784.5836623,42476.7783,0.002512948,HMDB08135,70,C44H84NO8P,-H(+),"PC(18:2(9Z,12Z)/18:0)"
979,784.5836623,42476.7783,0.002512948,HMDB08299,70,C44H84NO8P,-H(+),PC(20:1(11Z)/16:1(9Z))
979,784.5836623,42476.7783,0.002512948,HMDB08331,70,C44H84NO8P,-H(+),"PC(20:2(11Z,14Z)/16:0)"
979,784.5836623,42476.7783,0.002512948,HMDB08559,70,C44H84NO8P,-H(+),PC(22:1(13Z)/14:1(9Z))
979,784.5836623,42476.7783,0.002512948,HMDB08590,70,C44H84NO8P,-H(+),"PC(22:2(13Z,16Z)/14:0)"
980,786.5276559,269346.0828,0.001398462,HMDB12380,72,C42H78NO10P,-H(+),"PS(18:0/18:2(9Z,12Z))"
980,786.5276559,269346.0828,0.001398462,HMDB12390,72,C42H78NO10P,-H(+),PS(18:1(9Z)/18:1(9Z))
980,786.5276559,269346.0828,0.001398462,HMDB12400,72,C42H78NO10P,-H(+),"PS(18:2(9Z,12Z)/18:0)"
981,787.0650303,1908.288852,-0.000546313,HMDB01379,100,C20H27N10O18P3,-H(+),Diguanosine triphosphate
982,788.5242621,127542.461,-0.000687044,HMDB09045,100,C45H76NO8P,-H(+),"PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09078,100,C45H76NO8P,-H(+),"PE(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09109,100,C45H76NO8P,-H(+),"PE(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09110,100,C45H76NO8P,-H(+),"PE(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09141,100,C45H76NO8P,-H(+),"PE(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09174,100,C45H76NO8P,-H(+),"PE(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09302,100,C45H76NO8P,-H(+),"PE(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09333,100,C45H76NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))"
982,788.5242621,127542.461,-0.000687044,HMDB09334,100,C45H76NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))"
