"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB10601","PG(18:0/16:1(9Z))","HMDB0010601","52927152",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB10615","PG(18:1(11Z)/16:0)","HMDB0010615","53480614",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB10630","PG(18:1(9Z)/16:0)","HMDB0010630","52927225",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB05779","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0005779","9547058",NA,"C00350","6548","CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09347","PE(20:3(5Z,8Z,11Z)/P-18:1(11Z))","HMDB0009347","53479773",NA,"C00350",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCCCC/C=C\CCCCCC","1"
"HMDB09348","PE(20:3(5Z,8Z,11Z)/P-18:1(9Z))","HMDB0009348","53479774",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"HMDB09380","PE(20:3(8Z,11Z,14Z)/P-18:1(11Z))","HMDB0009380","53479785",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09381","PE(20:3(8Z,11Z,14Z)/P-18:1(9Z))","HMDB0009381","53479786",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09412","PE(20:4(5Z,8Z,11Z,14Z)/P-18:0)","HMDB0009412","53479796",NA,"C00350",NA,"CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09445","PE(20:4(8Z,11Z,14Z,17Z)/P-18:0)","HMDB0009445","53479829",NA,"C00350",NA,"CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09609","PE(22:4(7Z,10Z,13Z,16Z)/P-16:0)","HMDB0009609","53479905",NA,"C00350",NA,"CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB11358","PE(P-16:0/22:4(7Z,10Z,13Z,16Z))","HMDB0011358","52925066",NA,NA,NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB11386","PE(P-18:0/20:4(8Z,11Z,14Z,17Z))","HMDB0011386","53480855",NA,NA,NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB11416","PE(P-18:1(11Z)/20:3(5Z,8Z,11Z))","HMDB0011416","53480876",NA,NA,NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"HMDB11417","PE(P-18:1(11Z)/20:3(8Z,11Z,14Z))","HMDB0011417","53480877",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB11449","PE(P-18:1(9Z)/20:3(5Z,8Z,11Z))","HMDB0011449","53480905",NA,NA,NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"HMDB07883","PC(14:0/20:4(5Z,8Z,11Z,14Z))","HMDB0007883","24778634",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB07884","PC(14:0/20:4(8Z,11Z,14Z,17Z))","HMDB0007884","53478607","89512","C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB07914","PC(14:1(9Z)/20:3(5Z,8Z,11Z))","HMDB0007914","53478625",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07915","PC(14:1(9Z)/20:3(8Z,11Z,14Z))","HMDB0007915","52922282",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07976","PC(16:0/18:4(6Z,9Z,12Z,15Z))","HMDB0007976","24778703",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08007","PC(16:1(9Z)/18:3(6Z,9Z,12Z))","HMDB0008007","52922450",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08008","PC(16:1(9Z)/18:3(9Z,12Z,15Z))","HMDB0008008","52922452",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB08167","PC(18:3(6Z,9Z,12Z)/16:1(9Z))","HMDB0008167","52922773",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08200","PC(18:3(9Z,12Z,15Z)/16:1(9Z))","HMDB0008200","52922835",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08232","PC(18:4(6Z,9Z,12Z,15Z)/16:0)","HMDB0008232","52922891",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08362","PC(20:3(5Z,8Z,11Z)/14:1(9Z))","HMDB0008362","53478945",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB08395","PC(20:3(8Z,11Z,14Z)/14:1(9Z))","HMDB0008395","52923215",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB08426","PC(20:4(5Z,8Z,11Z,14Z)/14:0)","HMDB0008426","52923275",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08459","PC(20:4(8Z,11Z,14Z,17Z)/14:0)","HMDB0008459","53479057",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08910","PE(15:0/22:4(7Z,10Z,13Z,16Z))","HMDB0008910","52924175",NA,"C00350",NA,"CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09582","PE(22:4(7Z,10Z,13Z,16Z)/15:0)","HMDB0009582","52924807",NA,"C00350",NA,"CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB12339","PS(14:0/20:4(5Z,8Z,11Z,14Z))","HMDB0012339","52926030",NA,NA,NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB12349","PS(14:1(9Z)/20:3(8Z,11Z,14Z))","HMDB0012349","52925240",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB12370","PS(16:1(9Z)/18:3(9Z,12Z,15Z))","HMDB0012370","52925323",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB12410","PS(18:3(9Z,12Z,15Z)/16:1(9Z))","HMDB0012410","52925513",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB12419","PS(20:3(8Z,11Z,14Z)/14:1(9Z))","HMDB0012419","52925702",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB12429","PS(20:4(5Z,8Z,11Z,14Z)/14:0)","HMDB0012429","52925732",NA,NA,NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB00614","PS(16:0/16:0)","HMDB0000614","9547090","84523","C02737","5587","CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB12334","PS(14:0/18:0)","HMDB0012334","52926035",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB12374","PS(18:0/14:0)","HMDB0012374","52926086",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCCCCCCCC","1"
"HMDB07881","PC(14:0/20:3(5Z,8Z,11Z))","HMDB0007881","53478605",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"HMDB07882","PC(14:0/20:3(8Z,11Z,14Z))","HMDB0007882","52922230",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB07913","PC(14:1(9Z)/20:2(11Z,14Z))","HMDB0007913","52922280",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07974","PC(16:0/18:3(6Z,9Z,12Z))","HMDB0007974","24778699",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB07975","PC(16:0/18:3(9Z,12Z,15Z))","HMDB0007975","24778702",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB08006","PC(16:1(9Z)/18:2(9Z,12Z))","HMDB0008006","24778768",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08134","PC(18:2(9Z,12Z)/16:1(9Z))","HMDB0008134","52922719",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08166","PC(18:3(6Z,9Z,12Z)/16:0)","HMDB0008166","52922771",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08199","PC(18:3(9Z,12Z,15Z)/16:0)","HMDB0008199","52922833",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08329","PC(20:2(11Z,14Z)/14:1(9Z))","HMDB0008329","52923155",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB08361","PC(20:3(5Z,8Z,11Z)/14:0)","HMDB0008361","53478943",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08394","PC(20:3(8Z,11Z,14Z)/14:0)","HMDB0008394","52923213",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB09281","PE(20:1(11Z)/P-18:1(11Z))","HMDB0009281","53479728",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCCCC/C=C\CCCCCC","1"
"HMDB09282","PE(20:1(11Z)/P-18:1(9Z))","HMDB0009282","53479729",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O/C=C\CCCCCC/C=C\CCCCCCCC","1"
"HMDB09313","PE(20:2(11Z,14Z)/P-18:0)","HMDB0009313","53479739",NA,"C00350",NA,"CCCCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09576","PE(22:2(13Z,16Z)/P-16:0)","HMDB0009576","53479893",NA,"C00350",NA,"CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB11357","PE(P-16:0/22:2(13Z,16Z))","HMDB0011357","52925065",NA,NA,NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB11382","PE(P-18:0/20:2(11Z,14Z))","HMDB0011382","52925087",NA,NA,NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB11414","PE(P-18:1(11Z)/20:1(11Z))","HMDB0011414","53480874",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"HMDB11447","PE(P-18:1(9Z)/20:1(11Z))","HMDB0011447","53480903",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"HMDB01155","Diadenosine triphosphate","HMDB0001155","14464643","27775","C06197",NA,"NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1","1"
"HMDB09203","PE(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0009203","52924463",NA,"C00350",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09459","PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0009459","52924678",NA,"C00350",NA,"CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB07880","PC(14:0/20:2(11Z,14Z))","HMDB0007880","52922228",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB07912","PC(14:1(9Z)/20:1(11Z))","HMDB0007912","52922278",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07973","PC(16:0/18:2(9Z,12Z))","HMDB0007973","5287971",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08004","PC(16:1(9Z)/18:1(11Z))","HMDB0008004","24778766",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08005","PC(16:1(9Z)/18:1(9Z))","HMDB0008005","24778767",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08068","PC(18:1(11Z)/16:1(9Z))","HMDB0008068","53478719",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB08101","PC(18:1(9Z)/16:1(9Z))","HMDB0008101","24778935",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB08133","PC(18:2(9Z,12Z)/16:0)","HMDB0008133","24778972","86099","C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08296","PC(20:1(11Z)/14:1(9Z))","HMDB0008296","52923095",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB08328","PC(20:2(11Z,14Z)/14:0)","HMDB0008328","52923153",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08909","PE(15:0/22:2(13Z,16Z))","HMDB0008909","52924174",NA,"C00350",NA,"CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB09549","PE(22:2(13Z,16Z)/15:0)","HMDB0009549","52924776",NA,"C00350",NA,"CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB10565","PE-NMe(18:1(9Z)/18:1(9Z))","HMDB0010565","9547032",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCNC)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB12358","PS(16:0/18:2(9Z,12Z))","HMDB0012358","46891802",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB12368","PS(16:1(9Z)/18:1(9Z))","HMDB0012368","52926009",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB12388","PS(18:1(9Z)/16:1(9Z))","HMDB0012388","52925990",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB12398","PS(18:2(9Z,12Z)/16:0)","HMDB0012398","52925986",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB07879","PC(14:0/20:1(11Z))","HMDB0007879","52922226",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"HMDB07911","PC(14:1(9Z)/20:0)","HMDB0007911","52922276",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07971","PC(16:0/18:1(11Z))","HMDB0007971","24778688",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"HMDB07972","PC(16:0/18:1(9Z))","HMDB0007972","5497103",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB08003","PC(16:1(9Z)/18:0)","HMDB0008003","52922448",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08035","PC(18:0/16:1(9Z))","HMDB0008035","24778811",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB08067","PC(18:1(11Z)/16:0)","HMDB0008067","53478717",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08100","PC(18:1(9Z)/16:0)","HMDB0008100","24778933",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08263","PC(20:0/14:1(9Z))","HMDB0008263","52923053",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB08295","PC(20:1(11Z)/14:0)","HMDB0008295","52923093",NA,"C00157",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08908","PE(15:0/22:1(13Z))","HMDB0008908","53479578",NA,"C00350",NA,"CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC","1"
"HMDB09516","PE(22:1(13Z)/15:0)","HMDB0009516","53479854",NA,"C00350",NA,"CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN","1"
"HMDB12357","PS(16:0/18:1(9Z))","HMDB0012357","5283499","34086","C13880",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB12367","PS(16:1(9Z)/18:0)","HMDB0012367","52925321",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB12377","PS(18:0/16:1(9Z))","HMDB0012377","52925996",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB12387","PS(18:1(9Z)/16:0)","HMDB0012387","52926066",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB08946","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0008946","9546799","78261","C00350",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08977","PE(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0008977","53479601",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
