Pathway,Alanine Metabolism,Alpha Linolenic Acid and Linoleic Acid Metabolism,Amino Sugar Metabolism,Ammonia Recycling,Androgen and Estrogen Metabolism,Androstenedione Metabolism,Arachidonic Acid Metabolism,Arginine and Proline Metabolism,Aspartate Metabolism,Beta Oxidation of Very Long Chain Fatty Acids,beta-Alanine Metabolism,Betaine Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Butyrate Metabolism,Caffeine Metabolism,Cardiolipin Biosynthesis,Carnitine Synthesis,Catecholamine Biosynthesis,Citric Acid Cycle,Cysteine Metabolism,D-Arginine and D-Ornithine Metabolism,De Novo Triacylglycerol Biosynthesis,Estrone Metabolism,Ethanol Degradation,Fatty Acid Biosynthesis,Fatty Acid Elongation in Mitochondria,Fatty Acid Metabolism,Folate Metabolism,Fructose and Mannose Degradation,Galactose Metabolism,Gluconeogenesis,Glucose-Alanine Cycle,Glutamate Metabolism,Glutathione Metabolism,Glycerol Phosphate Shuttle,Glycerolipid Metabolism,Glycine and Serine Metabolism,Glycolysis,Histidine Metabolism,Homocysteine Degradation,Inositol Metabolism,Inositol Phosphate Metabolism,Ketone Body Metabolism,Lactose Degradation,Lactose Synthesis,Lysine Degradation,Malate-Aspartate Shuttle,Methionine Metabolism,Methylhistidine Metabolism,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Mitochondrial Electron Transport Chain,Nicotinate and Nicotinamide Metabolism,Nucleotide Sugars Metabolism,Oxidation of Branched-Chain Fatty Acids,Pantothenate and CoA Biosynthesis,Pentose Phosphate Pathway,Phenylacetate Metabolism,Phenylalanine and Tyrosine Metabolism,Phosphatidylcholine Biosynthesis,Phosphatidylethanolamine Biosynthesis,Phosphatidylinositol Phosphate Metabolism,Phospholipid Biosynthesis,Phytanic Acid Peroxisomal Oxidation,Plasmalogen Synthesis,Porphyrin Metabolism,Propanoate Metabolism,Pterine Biosynthesis,Purine Metabolism,Pyrimidine Metabolism,Pyruvaldehyde Degradation,Pyruvate Metabolism,Retinol Metabolism,Riboflavin Metabolism,Selenoamino Acid Metabolism,Spermidine and Spermine Biosynthesis,Sphingolipid Metabolism,Starch and Sucrose Metabolism,Steroid Biosynthesis,Steroidogenesis,Sulfate_Sulfite Metabolism,Taurine and Hypotaurine Metabolism,Thiamine Metabolism,Threonine and 2-Oxobutanoate Degradation,Thyroid Hormone Synthesis,Transfer of Acetyl Groups into Mitochondria,Trehalose Degradation,Tryptophan Metabolism,Tyrosine Metabolism,Ubiquinone Biosynthesis,Urea Cycle,"Valine, Leucine, and Isoleucine Degradation",Vitamin B6 Metabolism,Vitamin K Metabolism,Warburg Effect
Pyruvate Metabolism,0.9445930246753186,-0.26101258532921323,0.9272806839176136,0.899453883504613,0.6700626948540669,0.7044415570851487,0.18308448136039132,0.9469900959833125,0.9323234497493991,0.7721823351583867,0.9397378066161316,0.8648588895027601,0.6238148339581722,0.8887626723774487,0.935359602107219,0.8114914105601311,0.8664636155428743,0.9340227473049512,0.4144095428471584,0.9723182431768346,0.9687592801869311,0.7087419200483215,0.8686520364215006,0.7439173901012107,0.9432159217461564,-0.555020155146408,0.9318758873666044,0.8960285787208319,0.9218977403198833,0.9160012817146234,0.846659210454277,0.9255290796009205,0.8954422793254515,0.9890475601281592,0.9642895422093888,0.7784804084138804,0.9067966276840173,0.943809197697649,0.8303357029191443,0.9351038866876243,0.771363316082949,0.9123940899894109,0.9178419727951926,0.8439222535132515,0.8407740233569796,0.880046276027405,0.9460008420849942,0.7762974152193509,0.8680676998225474,0.7897902091492721,0.8958903925229506,0.8940468800799767,0.9043736386669178,0.8847286010926886,0.9354349281442739,0.8881697465093372,0.7636397785775192,0.8868484330592534,0.9083710414672331,0.7340404806652484,0.8386540538735187,0.6398456468884848,0.7075124815306032,0.8419402784136055,0.7351710685752735,0.8721357331693559,0.5910979730252512,0.9422474499682298,0.9517740452190616,0.4452465436447401,0.9643177072960999,0.9623353487965918,0.9608300257658103,1.0,0.8510423212201724,0.7958189364113997,0.864769480939454,0.8025774675616502,0.7527521951073177,0.8567560320482615,0.9040223291095072,-0.5792712556738459,0.8682358304133143,0.49100268425583454,0.9146990516062434,0.971328936229833,0.7167979958886721,0.967368942720469,0.8451531202526918,0.8170509169661269,0.5444101066743186,0.8190291725258636,0.8969120750164251,0.9757053605846414,0.5873078824531779,0.6135564745908456,0.9677391291328497
Retinol Metabolism,0.7973318830480921,-0.10566690441529758,0.7951410375502815,0.7076991325981257,0.6992727311471948,0.7757459558551566,0.2806064625768286,0.7875029524589601,0.7164837005278589,0.6334029451324377,0.7724616340509369,0.8724048837464262,0.6259573394376972,0.8138350818219338,0.7746768221810166,0.8046036817261372,0.9202895795479912,0.8518778177927685,0.5544145364522952,0.7985430450966271,0.7999831107703015,0.508541254719397,0.902577273502508,0.7544743368545478,0.8797822807173988,-0.5133695134566166,0.8908440691947073,0.7992165915728696,0.9318468376848557,0.8837600147672681,0.8246919415629095,0.831843324709084,0.8209406929912818,0.8257341480979143,0.7938488229023526,0.7918155359903859,0.8886458405453919,0.7824585225117083,0.7691334317871887,0.7848119921657966,0.5253160386352884,0.8391210477719416,0.8058689595373862,0.6853688317286071,0.702792107193384,0.8031871670019153,0.8632077509960018,0.7432580877579872,0.7466595506709932,0.7116746546459999,0.8323241930561812,0.8706233346893208,0.85113523991833,0.8031131572275453,0.8731657639992736,0.863073883845761,0.6144036624055851,0.7677692179231628,0.8536788459249813,0.5254517509576395,0.7028224278700897,0.7438900806722305,0.7490789843567284,0.6807706764923728,0.6936345514925576,0.7790416027567421,0.6674032706275973,0.7991987597928899,0.7808469706503364,0.6324163119658249,0.7944357634153285,0.7894298049486109,0.7827262565111116,0.8510423212201724,1.0,0.6691081892275054,0.6048957038604253,0.6438675406635396,0.7085555244974635,0.8258407729751766,0.7343267167405666,-0.24779210914892805,0.6584261977164095,0.25647426618757574,0.7632414752239934,0.7969289457513277,0.4915087815894465,0.8733093959440007,0.7544243359073135,0.7704872127861712,0.6099856710629461,0.8885541831541853,0.6679599616395911,0.8157758869517029,0.34203791597917604,0.47658111398893566,0.8292730926496406
Riboflavin Metabolism,0.653560068025846,-0.23851481648269332,0.762224246910248,0.7313982104065304,0.47899216274899553,0.4400416554400626,0.24791129069974158,0.721724637324878,0.7489635509876642,0.8382866457567071,0.7930949406727662,0.6948855488431279,0.7616874522049997,0.8368193678803945,0.7023899843215998,0.8276307223445861,0.633549628631012,0.6685961556509787,0.4991959882009411,0.7703595031016868,0.7154347667364538,0.6354931680862419,0.6578712184365093,0.5182285228470542,0.8037162807875575,-0.3231872778711068,0.7719369192825533,0.8610891056213075,0.7225486159658387,0.7397122908772171,0.6059930394774391,0.6944456359720785,0.5471845122537555,0.7672432650638921,0.8308125660008214,0.6796457937219386,0.7477303129146182,0.6969594232804567,0.6061755115017733,0.7322087129832092,0.5742292263327259,0.7762496590917846,0.7528995752820354,0.4996372204246048,0.7765525523257568,0.7102772180913691,0.7845252205300847,0.43398153101877396,0.6806446312545922,0.6155464056113744,0.8767422932002025,0.8934121704783285,0.878799536944599,0.6706024882188897,0.7293491905889697,0.6485184583035338,0.8569659797235176,0.8327463073348321,0.8070090676039776,0.740874176537903,0.7834858011473103,0.4363802078617821,0.5111636611377443,0.7560488386202223,0.6026096702034492,0.8257911546669289,0.5507854040914905,0.6971838805941953,0.6927367946962734,0.4677981503142742,0.8109449293033526,0.7868962277636931,0.7682826265140742,0.7958189364113997,0.6691081892275054,1.0,0.642622227899967,0.692197933309022,0.6601336749002652,0.6329297608320075,0.8844591535883267,-0.365471936209314,0.6923392910073515,0.5142588035063638,0.8878024655530489,0.8149737860002294,0.7618005041191608,0.774092067359937,0.7329714433129921,0.7342081706453605,0.49086189607825875,0.6219013182278813,0.6653182204848821,0.789664994725682,0.5635444621117024,0.2988299636693741,0.769138620033435
Selenoamino Acid Metabolism,0.8762874566936123,-0.25585826863035754,0.792539942078224,0.9325762558579945,0.5515184220512813,0.4999708781045234,0.03098448438547632,0.9049317389848693,0.9201006329886641,0.7627167302447638,0.9086993379408081,0.769939639329182,0.5634578142823882,0.718276371882581,0.8458921114675472,0.6490712979117929,0.6117111246569006,0.7872354964933123,0.2537615349230334,0.8842596829825261,0.8620189293002776,0.7698328308803031,0.6658023310359206,0.6141363762382466,0.7766439958322678,-0.3765161885939435,0.761458312782516,0.781261362249047,0.7702713637405912,0.7354488296736589,0.6929538679651787,0.7501262040214755,0.7722532377362237,0.874819015346406,0.8211427638578425,0.5312546983950828,0.6820533117621478,0.9349248546205947,0.642298342880568,0.8903819483652889,0.9189449418219956,0.7710736324944957,0.7912636397153907,0.806448748266268,0.7625944025458357,0.7159929792909139,0.8190867950614283,0.6445228025347934,0.9169560814521114,0.8332306589908919,0.740912867202318,0.6925627871756651,0.7211044752330942,0.6824670020280292,0.7478695390450218,0.664869699570327,0.7030725577246559,0.8104951678245983,0.6865755690975024,0.782477831104199,0.7303137257971851,0.3969928763006994,0.5043501232518153,0.7330807726911004,0.586422987018987,0.7247035933848917,0.2517791992302958,0.8786793585002585,0.8911676366030539,0.21277766670434659,0.8881205063778448,0.8737970437814848,0.8622811276880243,0.864769480939454,0.6048957038604253,0.642622227899967,1.0,0.8140103775219131,0.6503179620894014,0.67095469275467,0.826556409473068,-0.6674343489906972,0.7993421055742997,0.630682792863644,0.7865807633659224,0.8806147412712482,0.6765174289546585,0.8017958959770658,0.7099237598684233,0.7798837769974493,0.4218292260785654,0.6091583829548662,0.9344459046473654,0.8942099398729643,0.7034430312855573,0.4672717466362931,0.8152981774006959
Spermidine and Spermine Biosynthesis,0.7675945513764814,-0.45057580064316916,0.7914785418221965,0.8953621900685864,0.5875530471485524,0.6345745820493772,0.130648133169202,0.899530242682229,0.8736491647012447,0.745250061572424,0.8989835319502745,0.8840675760324227,0.5857921021498683,0.8633147836186856,0.6816925064597688,0.6755062387293854,0.5918225769313413,0.7075188925479007,0.5532155063950751,0.754917571475534,0.7467479107978633,0.8895261147505439,0.6203380355440808,0.6422057663774273,0.8492220964793736,-0.34920960501344234,0.7448045120441682,0.8342869255790306,0.7596556746063307,0.7445337070158965,0.704090065856333,0.6969553797142612,0.644558027022949,0.8282996972452707,0.8122743569199925,0.5162184844986646,0.6599309021499766,0.8736904896288438,0.6374830369249319,0.932278136524619,0.8141337250400974,0.7751341275362493,0.7536828317908554,0.5576319303568803,0.7056541316622593,0.7233981343892196,0.8353890475888932,0.585475761322232,0.9242768560641942,0.8484260523067861,0.8258780898833943,0.7850404936391626,0.7937872052191419,0.5630108141496064,0.7932311502932696,0.7175466453898759,0.6440726881766309,0.8102073144796179,0.7930770357282179,0.8562902876423566,0.8290151018990594,0.39782800441532956,0.5334312928874059,0.6407510758998246,0.4375583729068738,0.5898232594188607,0.25794798551686554,0.8654956483713925,0.7015656368947913,0.524513446320819,0.8643410318693168,0.8551337616188348,0.7389821631764463,0.8025774675616502,0.6438675406635396,0.692197933309022,0.8140103775219131,1.0,0.5530387470784349,0.7021071310697463,0.8314834299653213,-0.42769189317087125,0.7206242533209017,0.4480051008807733,0.749370637126496,0.7827556499578572,0.782525238782191,0.7643363869085158,0.703527839762043,0.8695789747000939,0.6595131705850046,0.611758937254556,0.893119907449454,0.8209505185896265,0.6862859430146948,0.2207492037422092,0.7736510441456105
Sphingolipid Metabolism,0.7534275990416569,-0.03133683506585302,0.8168909338042858,0.7053128800066292,0.6840738796300054,0.6549578533460383,-0.21566156164600325,0.6664363661204927,0.6442541913936168,0.6293386848396393,0.6706936093637201,0.6663321753604183,0.3963384047760456,0.6880340797480416,0.7737143713580313,0.563950662098212,0.8232288873149006,0.7709275882964538,0.4323119811776985,0.775982745905746,0.7599268772964449,0.29770993408605695,0.7358871705603398,0.6843075559028016,0.6807930794011998,-0.4763754128531134,0.7593792426728309,0.6733187551381576,0.7545979792948281,0.8749627289939013,0.8222475103498654,0.8581905344030675,0.7674489294306367,0.7307943559161353,0.6938442854505429,0.7249069492894071,0.8198488683425881,0.6850994066377081,0.8142628652390882,0.7021071428933875,0.5370367208962963,0.8691759394930552,0.8973107098172608,0.670733048207869,0.847014964022825,0.88878833008699,0.6892081210670459,0.6143366386145409,0.6270163983082397,0.6152746708563612,0.681062328836493,0.6817040124009616,0.6281748360451608,0.7634050957688575,0.8099312379356757,0.8314710223373025,0.5859057536631305,0.6687163408234337,0.7711978048169772,0.49957047481167466,0.5029942870353173,0.8040597464080289,0.8568978460158752,0.8947901252303453,0.6840843827763047,0.770338160310507,0.6169053734871471,0.6852569815822208,0.7507790998812615,0.31355465846032676,0.725480793356754,0.7608877949874867,0.6878837005901804,0.7527521951073177,0.7085555244974635,0.6601336749002652,0.6503179620894014,0.5530387470784349,1.0,0.8306174265447489,0.5962810239215567,-0.5821802537628841,0.7149493556510214,0.20911044775938925,0.865205902884058,0.7976798341432053,0.3346026790692097,0.8409627513664929,0.856739789282611,0.4915586823526869,0.2658115677232896,0.7594910958906583,0.6726322417019748,0.7559293336840354,0.1643610365850731,0.3869632097404374,0.8283024279251616
Starch and Sucrose Metabolism,0.837829772093837,-0.18825707578741352,0.9126013717321826,0.7767266268524896,0.7711317209445611,0.8496332832578135,-0.039801081012663594,0.7998457240994417,0.7428177744147029,0.5194659994187322,0.7612610406837226,0.8180799922745267,0.3775196834667936,0.8201073777175863,0.7575572631762725,0.6151864115245645,0.9019470357741658,0.8245762491092503,0.5140100738291086,0.785571188517448,0.8420624029141127,0.5575554730389242,0.8254808718018403,0.8319716358828346,0.8357976483378194,-0.615582151826102,0.8066489285873266,0.7045484800561742,0.8822033781871593,0.9477717163805128,0.9824642486045885,0.9576120353757279,0.884993360921605,0.8475795192189602,0.8027224904881747,0.7884491515502202,0.8998456899494199,0.8134038068273279,0.9588732172586404,0.8257302516214602,0.6091693603155343,0.9278762722458629,0.9329952542344779,0.670462722111101,0.8785407753456401,0.9562451501734834,0.807133274299094,0.7004510833519363,0.7386264044037228,0.67027570260774,0.7367678557547349,0.7474178982485534,0.7265602391612567,0.7990499986944831,0.9087442609333474,0.9640757522567449,0.4815344510072361,0.7101917873221344,0.8900146722332135,0.6016092880058165,0.5861435547998822,0.790600902229912,0.8333903343805903,0.7952997979580916,0.5620515321453818,0.7079933968582431,0.5899920434402633,0.8161335983239256,0.7724415420685153,0.5407787739184724,0.7875162011737269,0.841935135128787,0.7745774664693829,0.8567560320482615,0.8258407729751766,0.6329297608320075,0.67095469275467,0.7021071310697463,0.8306174265447489,1.0,0.6674220862980498,-0.4581305809120269,0.784267715188157,0.11962262134963333,0.8269128929877704,0.822365207645215,0.435467858163686,0.903541453859181,0.943092257430376,0.6321395776773664,0.4675036078930132,0.8614969130032637,0.7638215508436201,0.7978211351934048,0.33833699221125335,0.4618012118973965,0.9128276124536618
Steroid Biosynthesis,0.814591166643953,-0.3512085718068618,0.8467801014294812,0.8907382490756804,0.5769233845859585,0.5473081414764474,0.35575153020180883,0.8889860066964644,0.9058542686953097,0.8806590052168025,0.9437055923225116,0.8107815594638591,0.7838799093692816,0.8695125048057954,0.8214713815645172,0.8265335042155727,0.6653043558757477,0.7812438633104443,0.47012609497212543,0.8843645763780077,0.8589112456192106,0.8014280591262458,0.7078425590163329,0.6462993025104968,0.9094341910138256,-0.2989211362961861,0.8803593002746074,0.9216195367768703,0.8013394199238444,0.7709545984143098,0.6600296763906264,0.7469282182001626,0.6954132078772444,0.9085669165507256,0.9207908084662029,0.6004005212752985,0.7736270226811591,0.8735826071856065,0.6406352207088681,0.8923782534562588,0.7739454208193307,0.8151569481233941,0.7987734231382689,0.6782192499550344,0.7521209210910001,0.728074253180509,0.9186910774548863,0.5857413825294502,0.8579924059155762,0.7628928072491253,0.911462477712279,0.9024108516608988,0.9141542676873773,0.6860810634688638,0.8135726940965462,0.7079460226305642,0.885312045682763,0.9376518773156467,0.8368269608520457,0.8675275433728251,0.8850878662219391,0.41128462618769795,0.5090434716479817,0.7633743658404465,0.6296960790567091,0.8542590072821407,0.47766752526599005,0.8662110320917611,0.8308756815604681,0.46477946574105145,0.9421162913688119,0.9112068995242213,0.8667473876842647,0.9040223291095072,0.7343267167405666,0.8844591535883267,0.826556409473068,0.8314834299653213,0.5962810239215567,0.6674220862980498,1.0,-0.4321374228357912,0.743886521822312,0.6037648126736389,0.8787794427326914,0.8906175746619148,0.8203799588826377,0.8567588003094697,0.7212160618055993,0.8840741269221563,0.6226376036780887,0.6486712475398615,0.8546805476864768,0.9182052953433385,0.7459677702088174,0.40549838755184114,0.8430802039294893
Steroidogenesis,-0.5622064624156301,0.00531635826073624,-0.504624151888613,-0.5358246919140309,-0.17349299582363395,-0.19146069791679934,0.46647101102251404,-0.5157929327361648,-0.5527083885723973,-0.3738135434401969,-0.5189788053148976,-0.3270050372795415,-0.058681966459573395,-0.38184968993194063,-0.7272278546081946,-0.3430800038966367,-0.42902439223176636,-0.5538258861148584,0.250018234503599,-0.6641808158361973,-0.6228504994351283,-0.2890648458825243,-0.43522424344474014,-0.1864388891785605,-0.4138277846976727,0.5713202667594022,-0.46467357528107683,-0.43519361832116854,-0.3974640961449311,-0.5134451560366932,-0.4451362444990665,-0.5642989088128779,-0.5636886741710967,-0.5887529954955075,-0.5544436711855623,-0.4572096511275831,-0.4778404130670049,-0.5707760663292093,-0.4906278017349372,-0.519747934785709,-0.5933490343820316,-0.47046871552310204,-0.5596105417780429,-0.7364683830449199,-0.5122455568294333,-0.5134765288213469,-0.4214153887509796,-0.4182420937060839,-0.4572143326410287,-0.4022493270231848,-0.3871994003319646,-0.37117635290103024,-0.39772905356985677,-0.6388448435688608,-0.5010390049304063,-0.48588394802725166,-0.3325743331069803,-0.3378211391717192,-0.38171485545480566,-0.3337323330325981,-0.3687575009499513,-0.3070697632030981,-0.40932476808332174,-0.6295556398999682,-0.5710527218753128,-0.44982369802324634,-0.20603335479348617,-0.5634727337713172,-0.702237615416632,0.2999908312846993,-0.550954184349223,-0.5619588221185695,-0.6355438543930552,-0.5792712556738459,-0.24779210914892805,-0.365471936209314,-0.6674343489906972,-0.42769189317087125,-0.5821802537628841,-0.4581305809120269,-0.4321374228357912,1.0,-0.6890985439359718,-0.4191491748436724,-0.5561605783904002,-0.6867171526829783,-0.427764276591131,-0.54286154492141,-0.46465308160194907,-0.19624066746484534,0.20362715419514246,-0.3324684560017218,-0.5817136370401604,-0.6050449886611655,-0.21804842716840975,-0.6301220584352092,-0.6014524582607298
Sulfate_Sulfite Metabolism,0.8578588814792283,-0.1641629797473185,0.781179150118284,0.7729616624629483,0.5091856261035863,0.5812582217658416,-0.06170954682530223,0.8128158734413917,0.8253791090318765,0.614054782877817,0.7911167108016868,0.7483630409322348,0.43714636579028837,0.7694069405821861,0.843836320100645,0.6847997162575054,0.7417768824671677,0.8391982077222859,0.23482158191022692,0.8633159663540693,0.8775363296284664,0.588792502448846,0.7634671454950487,0.5446464671318649,0.7551731381871534,-0.675672152436462,0.7105552580305997,0.7270294659967694,0.7813082192260441,0.8149370481014718,0.7466873002631426,0.8404484175904101,0.8253140599336044,0.8765843470738686,0.8572509621726865,0.7241863899387414,0.7389095232297508,0.8447838807159175,0.7706532493425261,0.8198401238294821,0.6989039363644007,0.8036699222668101,0.8438834652350752,0.8101614434308193,0.8101032060805349,0.7841388241992014,0.7959967636792935,0.698029540181521,0.7486971630294106,0.7296189335364085,0.7321420078415811,0.7186840358556618,0.7509814098988907,0.8512496108897034,0.8127593605350372,0.7841757059838728,0.5925960986227754,0.6649396900469793,0.7577486855191926,0.5825377605443941,0.7387215423212115,0.546069550409443,0.5970430096993244,0.7435216986540285,0.6067653198707176,0.7156184425998793,0.4906088193180145,0.8152264828030661,0.8700868503989166,0.1757743929972261,0.8168867004245909,0.823595898246057,0.8787071862722526,0.8682358304133143,0.6584261977164095,0.6923392910073515,0.7993421055742997,0.7206242533209017,0.7149493556510214,0.784267715188157,0.743886521822312,-0.6890985439359718,1.0,0.4885568975196513,0.8223415245451877,0.8774446627837699,0.6632245515508948,0.8517091753675032,0.7980776117944256,0.6052897732797863,0.3324231302933939,0.7233862873564098,0.7944131070071017,0.856972745467745,0.4138168031360668,0.6387943435010199,0.8719619233182615
Taurine and Hypotaurine Metabolism,0.4422663496883486,-0.024833729435196364,0.292900919761661,0.4427090411461174,-0.06460739695869469,-0.11503235016533557,0.22866077940767393,0.5013026831182245,0.5802965990691245,0.6871100805706823,0.5427112225356168,0.42118451581216776,0.5876806457122387,0.4276770823450305,0.5127485292904289,0.6009871778690709,0.190559278180256,0.4287082361505819,-0.034702871847345884,0.5495339914108118,0.46942642795668355,0.5261181375816983,0.368526649073024,0.01530732700502767,0.4517908584297886,-0.2039877985790101,0.41562017015159974,0.5632235322438216,0.3836952134490873,0.2849852971850945,0.15434775534206044,0.2548325279264101,0.31789460798487257,0.503940752218073,0.5160605184629363,0.18862260273046513,0.29438769018735095,0.5246042479308731,0.09523130107150611,0.442106516717615,0.539288956565012,0.3113741999149974,0.3147705105291597,0.489137112928082,0.35618403918013053,0.1855002819112414,0.5251312242621755,0.2909220748787179,0.533618278972885,0.5740031519246036,0.5286512545041707,0.5067232919453126,0.550421445279177,0.3779482379719496,0.2841760694802873,0.16079035952738416,0.667128663380634,0.4813033608087852,0.320621530631078,0.434609088078688,0.6268829678294365,-0.06740418666885717,-0.04096321465392059,0.3116260074973531,0.4764824203668909,0.5165458377857393,0.033838588877100374,0.4193055206928523,0.5687614209451829,-0.12235571905401744,0.5541294272576694,0.4236888456323184,0.6039205940093416,0.49100268425583454,0.25647426618757574,0.5142588035063638,0.630682792863644,0.4480051008807733,0.20911044775938925,0.11962262134963333,0.6037648126736389,-0.4191491748436724,0.4885568975196513,1.0,0.4528653819228861,0.529017123987687,0.6301306236875733,0.3852111625855496,0.24912991011714616,0.5402607562690723,0.19613323708678784,0.25249288384063734,0.4578037555130066,0.5691004915246152,0.5358894528944897,0.26408842562139045,0.3729715702655069
Thiamine Metabolism,0.8598072825899296,-0.28624969245142234,0.9356754941536287,0.8506342485117725,0.6794053888903178,0.6470049773784843,0.07436877321785029,0.8502684975234744,0.8659809915367629,0.8576412348831169,0.869003017708969,0.7844903731272427,0.6341710719013685,0.8863471109208984,0.8615243157955008,0.7316230248782947,0.8193857572424857,0.8381301232892621,0.5200194320686401,0.9175276297419328,0.8829723364285783,0.5883024172288991,0.7699852967823327,0.720520929735279,0.867876487983708,-0.42957662154252857,0.8811142663714111,0.8771940501744844,0.8399746874053227,0.8940222815830877,0.8131705080604263,0.8945870638664051,0.7766361847206307,0.902603332664992,0.8869107128522526,0.7091120733152947,0.8836147235879837,0.8240316990356049,0.804351806227293,0.8596688181742772,0.6652836189215532,0.9481041802567118,0.9485643590988327,0.7003335651620566,0.8972885455899535,0.9141825926801319,0.8690366034679667,0.6564127189036428,0.7754511543514481,0.7466178640471606,0.8813366234815014,0.86917249039828,0.8398176606899254,0.7942575422208713,0.9024135303546931,0.8526428143850159,0.8284000159584239,0.8858980969805251,0.9136276982828433,0.7615732721494498,0.7716447979262012,0.6918862245470793,0.7637663117240878,0.9411903336095317,0.710870496015899,0.9007197966521274,0.6243891122928804,0.8290103053267689,0.8541566144343316,0.40544452797654446,0.9261248372022192,0.9319829659607304,0.8443611442000512,0.9146990516062434,0.7632414752239934,0.8878024655530489,0.7865807633659224,0.749370637126496,0.865205902884058,0.8269128929877704,0.8787794427326914,-0.5561605783904002,0.8223415245451877,0.4528653819228861,1.0,0.9192259067221348,0.6301731726576671,0.9454235253601457,0.8926788582328653,0.7389074938323111,0.5033907144489933,0.7725754087286322,0.8301554909863837,0.9173752787355668,0.4848232633290078,0.4030463625983402,0.9282589041578051
Threonine and 2-Oxobutanoate Degradation,0.9032222705017127,-0.12951310596949908,0.9029500753917793,0.9018007007159463,0.6083878416031158,0.6102006651682575,0.0703624543020904,0.9001273031851605,0.8946491258484133,0.7760294703903703,0.9299646632427857,0.8156266167714414,0.6245419715380588,0.8521643089068391,0.9629811176160573,0.8275375486685245,0.8262604263526458,0.9142453795457423,0.3193609962897532,0.9676467318853155,0.9565620528344879,0.672434554810686,0.8603029723352799,0.6646169388998099,0.9100621901169388,-0.5539446216551908,0.9195706087640555,0.899862406113042,0.8733991347435263,0.9104083377504264,0.8130224176998566,0.910234646847366,0.8833094798978317,0.9603558571614615,0.9486833610472771,0.794929983294034,0.8979305022780364,0.9357195257833959,0.8212558564604829,0.909881070369103,0.8179891010988538,0.8780808053035369,0.9063710915649497,0.8787437072395934,0.8619889091773377,0.8488722115606675,0.9042018059294757,0.6989615720810427,0.8581304644152535,0.756304228033976,0.8893215961033248,0.8846028240645456,0.8957915611246968,0.8972738071941049,0.8818616501532701,0.849087259479579,0.7837025356608949,0.8569052304812405,0.8610338434390541,0.7258781344496588,0.8097753966892984,0.5749386540041205,0.6684379883839533,0.8687569209329077,0.777249772732233,0.8892714199202519,0.5329215833389052,0.918818836759548,0.9632268208359701,0.353684381776039,0.9344963823782922,0.926917928527848,0.9636807714930818,0.971328936229833,0.7969289457513277,0.8149737860002294,0.8806147412712482,0.7827556499578572,0.7976798341432053,0.822365207645215,0.8906175746619148,-0.6867171526829783,0.8774446627837699,0.529017123987687,0.9192259067221348,1.0,0.7361678672922014,0.9413230729853964,0.8374877311583643,0.7584200802480887,0.40804441986873663,0.7454624755728535,0.8731601818543074,0.9687154547296991,0.5677108486785563,0.6295477902616236,0.9547239081859991
Thyroid Hormone Synthesis,0.580693037550916,-0.2175890729731198,0.5788700923873863,0.7099467348059116,0.30141131990819736,0.322548697336184,0.3013971735378237,0.7289922910245721,0.7477790534112466,0.6895236174875753,0.7855486974328462,0.6745078184080721,0.6409486657888797,0.6981844211479484,0.6234779556354895,0.7721885624911403,0.4307463746718605,0.6297003190296514,0.30928090803230995,0.6715697330408748,0.6767963537725113,0.8209148565704344,0.5402858122921849,0.3764326089912776,0.7405147174927997,-0.35393206645095815,0.6499661522335392,0.8124412055086921,0.5831861350086287,0.5645639726967387,0.4185147573480727,0.5053308606071556,0.4775503940707654,0.7306771904745537,0.8178566626074221,0.4952399213712932,0.5320250493417711,0.7378705675147945,0.4080758581737612,0.7579648215558513,0.7171953200105343,0.5246753770710222,0.5230897477941618,0.5138977531604128,0.5229413896211961,0.4498012662895937,0.7138545231200553,0.407807827309604,0.7328209662802478,0.6361920699274601,0.8002524543517784,0.7518786265716407,0.8086299379351929,0.5544749653960497,0.568149925981351,0.4834679159483903,0.6995587880233477,0.705805069927769,0.6228134318157779,0.6974601596612817,0.8399309589709629,0.12879748694865484,0.24764869784635615,0.4859670356087644,0.4754957789264214,0.5854794256838795,0.2853854734871621,0.6990088490300743,0.6381503911802223,0.3600983268327525,0.7428107457163582,0.6893054997778063,0.7598180373458385,0.7167979958886721,0.4915087815894465,0.7618005041191608,0.6765174289546585,0.782525238782191,0.3346026790692097,0.435467858163686,0.8203799588826377,-0.427764276591131,0.6632245515508948,0.6301306236875733,0.6301731726576671,0.7361678672922014,1.0,0.5904695199713859,0.46722948471398584,0.7490696350392397,0.4574025799618946,0.4347131515400216,0.6825073001400593,0.7323034211222225,0.7069384149263607,0.36054179773351386,0.6232835796478993
